country,country_code,broadband 2000,population 2000,life 2000,child 2000,health 2000,electricity 2000,out_of_school 2000,roads 2000,gdp 2000,unemployment 2000,eiti_gov 2000,eiti_company 2000,coal 2000,oil 2000,gas 2000,btu_total_production 2000,us_total_production 2000,consumption 2000,broadband 2001,population 2001,life 2001,child 2001,health 2001,electricity 2001,out_of_school 2001,roads 2001,gdp 2001,unemployment 2001,eiti_gov 2001,eiti_company 2001,coal 2001,oil 2001,gas 2001,btu_total_production 2001,us_total_production 2001,consumption 2001,broadband 2002,population 2002,life 2002,child 2002,health 2002,electricity 2002,out_of_school 2002,roads 2002,gdp 2002,unemployment 2002,eiti_gov 2002,eiti_company 2002,coal 2002,oil 2002,gas 2002,btu_total_production 2002,us_total_production 2002,consumption 2002,broadband 2003,population 2003,life 2003,child 2003,health 2003,electricity 2003,out_of_school 2003,roads 2003,gdp 2003,unemployment 2003,eiti_gov 2003,eiti_company 2003,coal 2003,oil 2003,gas 2003,btu_total_production 2003,us_total_production 2003,consumption 2003,broadband 2004,population 2004,life 2004,child 2004,health 2004,electricity 2004,out_of_school 2004,roads 2004,gdp 2004,unemployment 2004,eiti_gov 2004,eiti_company 2004,coal 2004,oil 2004,gas 2004,btu_total_production 2004,us_total_production 2004,consumption 2004,broadband 2005,population 2005,life 2005,child 2005,health 2005,electricity 2005,out_of_school 2005,roads 2005,gdp 2005,unemployment 2005,eiti_gov 2005,eiti_company 2005,coal 2005,oil 2005,gas 2005,btu_total_production 2005,us_total_production 2005,consumption 2005,broadband 2006,population 2006,life 2006,child 2006,health 2006,electricity 2006,out_of_school 2006,roads 2006,gdp 2006,unemployment 2006,eiti_gov 2006,eiti_company 2006,coal 2006,oil 2006,gas 2006,btu_total_production 2006,us_total_production 2006,consumption 2006,broadband 2007,population 2007,life 2007,child 2007,health 2007,electricity 2007,out_of_school 2007,roads 2007,gdp 2007,unemployment 2007,eiti_gov 2007,eiti_company 2007,coal 2007,oil 2007,gas 2007,btu_total_production 2007,us_total_production 2007,consumption 2007,broadband 2008,population 2008,life 2008,child 2008,health 2008,electricity 2008,out_of_school 2008,roads 2008,gdp 2008,unemployment 2008,eiti_gov 2008,eiti_company 2008,coal 2008,oil 2008,gas 2008,btu_total_production 2008,us_total_production 2008,consumption 2008,broadband 2009,population 2009,life 2009,child 2009,health 2009,electricity 2009,out_of_school 2009,roads 2009,gdp 2009,unemployment 2009,eiti_gov 2009,eiti_company 2009,coal 2009,oil 2009,gas 2009,btu_total_production 2009,us_total_production 2009,consumption 2009,broadband 2010,population 2010,life 2010,child 2010,health 2010,electricity 2010,out_of_school 2010,roads 2010,gdp 2010,unemployment 2010,eiti_gov 2010,eiti_company 2010,coal 2010,oil 2010,gas 2010,btu_total_production 2010,us_total_production 2010,consumption 2010
Georgia,GE,,"4,745,765",71.768,32.6,7.60714191,1452.82122083,,,691.997705192,,,,7.71618,1.99003,2.1189,6548.4172395,27394446.0686,0.13752,0.0098030275,"4,685,331",72.032,31.3,9.53887342,1449.25223418,,,730.52569566,,,,1.10231,2.10783,2.1189,6614.7664505,32616121.7418,0.12619,0.0211154464,"4,626,034",72.273,30.1,10.27922796,1509.75441818,,,775.712740848,,,,6.61387,1.46248,0.4591,3740.494955,17177076.051,0.14833,0.032571785,"4,569,880",72.48,28.7,10.98147169,1597.40349742,,,867.084003742,,,,8.81849,2.7807,0.7063,6841.346088,44994125.063,0.13288,0.0439987958,"4,519,607",72.651,27.5,14.82560228,1650.18641595,37834,,920.125049774,,,,8.81849,1.9791,0.7063,5143.196568,33643468.8494,0.1357,0.0548014308,"4,477,006",72.792,26.4,23.60587198,1714.89498303,33994,,998.533847879,,,,5.51156,1.97739,0.52973,4871.4020575,40367650.5966,0.15153,0.6139154161,"4,442,825",72.917,25.4,30.88649053,1560.93678945,17559,94.0675881745,1083.08988021,,,,9.9208,0.99486,0.35315,2735.517327,26443623.8352,0.13936,1.0649667305,"4,415,956",73.045,24.3,33.39486509,1609.69829551,14081,94.0675881745,1219.44831945,,,,15.43236,0.98383,0.35315,2864.8210355,27776616.9614,0.16648,2.5579077035,"4,394,018",73.19,23.4,51.83188353,1651.80099003,99,94.0675881745,1249.00461854,,,,12.12542,0.97868,0.35315,2762.30878,37379537.0828,0.1737,3.4007436293,"4,373,630",73.356,22.3,55.88835081,1585.19996373,0,94.0675881745,1194.46087933,,,,167.55133,0.99321,0.35315,7098.3875655,28574313.38,0.17753,5.7034141959,"4,352,244",73.54,21.5,64.20004026,1742.94825728,0,94.0675881745,1257.17987747,,,,115.74269,1.0,0.35315,5677.672513,37193615.6908,0.19191
Denmark,DK,1.2547718787,"5,339,501",76.9,6.06,2187.75921628,6482.4886284,7343,100,29980.155473,0.8999999762,,,0.0,365.17927,289.22985,1062843.87453,4992392915.73,0.88664,4.4413069161,"5,356,055",77.06,5.86,2294.81225293,6490.27960266,82,100,30083.47866,0.8999999762,,,0.0,348.98958,295.9397,1035256.67575,5395321542.17,0.89939,8.3947692037,"5,370,507",77.18,5.32,2550.32985168,6533.7520143,277,100,30127.2155319,0.8000000119,,,0.0,373.43236,296.01033,1087108.11304,4341727254.42,0.86809,13.3250930235,"5,384,487",77.78,5.26,3171.55161628,6602.45087072,277,100,30160.7012362,1.1000000238,,,0.0,378.40922,281.28398,1082924.99211,6091869304.89,0.90982,18.8285626687,"5,400,280",77.58,5.3,3692.80563038,6615.56995872,7688,100,30773.705789,1.2000000477,,,0.0,392.7449,333.02045,1165030.8834,6624026825.26,0.87659,24.7969713431,"5,419,444",78.32,4.99,3924.45450737,6659.00042661,16555,100,31439.4390986,1.2000000477,,,0.0,380.78402,368.93581,1175607.71717,7736456894.41,0.85704,31.9152141,"5,442,644",78.32,4.39,4238.81216866,6824.74593877,15136,100,32400.0606104,0.8000000119,,,0.0,345.73955,367.77041,1100202.3597,9055794290.99,0.91356,34.4597887956,"5,469,130",78.44,4.64,4800.05081655,6668.39026645,13379,100,32767.4034922,0.6999999881,,,0.0,315.29015,325.71025,993636.668267,8701100645.77,0.89672,36.1304320047,"5,497,312",78.408,4.6,5390.31313752,6534.8519674,16008,100,32320.1005401,0.6999999881,,,0.0,290.39414,356.15178,971337.245883,10908215415.6,0.85336,36.9514013429,"5,524,874",78.512,3.67,5486.62343479,6219.70109151,16522,100,30326.038455,0.6999999881,,,0.0,264.30807,297.28167,857205.100892,5132777854.17,0.80568,37.7209122048,"5,550,142",78.673,3.9,5465.08605214,6326.96569,16999,100,30667.8248621,0.6999999881,,,0.0,249.46475,290.2893,818767.899638,7521480742.64,0.84143
Poland,PL,0,"38,302,444",73.91,9.6,173.10499657,3239.65744101,84809,68.3000030518,4454.08021963,6.0999999046,,,179246.69585,22.8069,184.48556,5197934.31235,4641293179.47,3.62445,0.0313741272,"38,266,810",74.33,9,209.71192409,3260.03326285,75903,68.3000030518,4532.00606046,7.9000000954,,,180046.09205,24.7933,192.89053,5232690.64617,4950027166.34,3.45492,0.3182915025,"38,230,497",74.67,8.6,233.7363675,3208.39215656,81802,68.3000030518,4599.55550298,9.6999998093,,,178249.86466,23.01736,196.06888,5182351.25737,5004280256.91,3.45339,0.5123784929,"38,198,151",74.85,8.2,247.71883082,3324.47139177,91952,69.6600036621,4780.65314857,9.8000001907,,,179212.67852,22.54004,198.68219,5210623.33274,5154161002.44,3.57188,2.2939078821,"38,175,134",75.02,7.9,281.68062683,3416.11863238,104035,69.6600036621,5039.11715016,9.1000003815,,,178260.28151,34.79125,209.73579,5221249.11139,6035439185.12,3.74765,2.4764783956,"38,165,040",75.15,7.5,342.92535599,3437.32399819,117501,66.528479317,5223.6797758,9.3000001907,,,174987.51908,39.26743,213.90296,5144243.3256,7238633120.03,3.67445,7.6325519024,"38,170,330",75.35,7.2,388.27701852,3584.96218807,119751,66.7883467315,5552.50126962,7,,,171134.94088,41.05088,211.71343,5039115.52911,7805292580.39,3.85182,10.9494797558,"38,189,762",75.517,6.9,508.04849562,3661.64610383,120095,67.5910728826,5932.47441044,4.4000000954,,,159773.4177,35.2317,213.3026,4713662.86516,7492089165.69,3.91829,10.4532607469,"38,218,462",75.678,6.6,702.49913136,3725.74877788,116006,68.1512924679,6235.75517192,4.4000000954,,,157993.18485,35.27595,203.06125,4654202.80662,9445530238.92,3.89067,12.5764178244,"38,249,228",75.792,6.3,599.91481332,3590.83208116,93741,69.87,6332.96047794,4.4000000954,,,148355.67663,34.24601,207.01653,4389017.23254,8890448014.62,3.78329,12.9911166981,"38,276,660",75.959,6.1,666.01938308,3783.08189915,72718,69.87,6574.29611764,4.4000000954,,,146256.8758,28.65921,214.67989,4326708.45308,9768939973.07,4.05529
Moldova,MD,,"4,106,736",66.993,23.8,11.43160454,1004.78405798,18507,86.0999984741,354.001668032,,,,0.0,0.0,0.0,0.0,0.0,0.11014,0.006581375,"4,040,204",67.181,22.9,13.08196155,1123.23968872,10459,86.0999984741,376.436435083,,,,0.0,0.0,0.0,0.0,0.0,0.10728,0.0115372121,"3,968,812",67.376,22,18.5372301,1184.35830054,9108,86,406.739425816,,,,0.0,0.0,0.0,0.0,0.0,0.11896,0.0165242637,"3,896,409",67.556,21.1,21.74744774,1365.39686327,7181,86.1999969482,434.807140592,,,,0.0,0.0,0.0,0.0,0.0,0.1305,0.0673985706,"3,827,906",67.717,20.5,30.14881629,1435.65337212,6717,86.1999969482,468.184492671,,,,0.0,0.0,0.0,0.0,0.0,0.12268,0.2891369616,"3,766,876",67.868,19.6,34.7142177,1534.27559439,12469,86.25,504.530065152,,,,0.0,0.0,0.0,0.0,0.0,0.1293,0.6077779513,"3,714,961",68.025,19.1,44.8478256,1615.66523126,16572,85.5,530.094708127,,,,0.0,0.0,0.0,0.0,0.0,0.13827,1.4687841776,"3,671,540",68.211,18.5,60.53275693,1342.78135505,16982,85.6997255978,547.673773792,,,,0.0,0.0,0.0,0.0,0.0,0.12851,3.2247492862,"3,635,059",68.438,17.7,91.41377875,1328.25150619,15389,85.8,591.323461623,,,,0.0,0.00996,0.0,21.099762,374042.632418,0.13351,5.2437974727,"3,602,853",68.704,16.8,92.42500552,996.745851964,15482,85.8,556.607879836,,,,0.0,0.02464,0.0,52.198608,478408.323888,0.11866,7.5538180797,"3,572,885",69.002,16.6,87.19891761,1049.11144163,14936,85.8,596.686611681,,,,0.0,0.01731,0.0,36.6703695,521823.347898,0.1186
"Macedonia, FYR",MK,,"2,009,091",72.915,16.3,90.12107078,2932.66955056,2769,,1785.32679155,,,,8284.97218,0.14587,0.0,229184.711085,198088358.004,0.11505,,"2,016,075",73.084,15.6,85.24349916,2838.18806344,2321,,1698.62994587,,,,8935.33588,0.18961,0.0,247107.124572,223669487.556,0.10637,0,"2,022,255",73.258,14.9,102.94133084,2791.93276812,4128,,1707.89227727,,,,8355.52011,0.12991,0.0,231172.699207,220496094.693,0.1066,0,"2,027,819",73.433,14.3,127.86218007,3148.20997338,5989,51.74,1751.17664999,,,,8137.26246,0.08006,0.0,225232.567035,216220477.658,0.1156,0,"2,033,039",73.608,13.8,141.14330664,3180.46038468,5953,52.87,1827.50443649,,,,7986.2458,0.07814,0.0,221053.472977,242742137.822,0.11805,0.61017345,"2,038,109",73.784,13.3,146.87348649,3411.00500513,6286,55.62,1902.29651918,,,,7585.00446,0.04487,0.0,210009.56869,278216850.993,0.11917,1.7857745935,"2,043,091",73.961,12.7,164.00367961,3485.40520222,7766,54.34,1993.12215031,,,,7318.24512,0.04388,0.0,202622.432238,286604358.731,0.11709,4.9077552758,"2,047,922",74.14,12,176.18400963,3652.48285823,8154,56.16,2110.68573515,,,,7174.94464,0.06623,0.0,198605.661584,290910386.244,0.11407,8.8189955392,"2,052,524",74.32,11.4,222.73185562,3702.75816507,10330,56.54,2210.19827629,,,,8410.63567,0.09732,0.0,232768.440505,428567764.974,0.11367,10.6308000558,"2,056,769",74.499,10.8,207.05861144,3441.806056,7730,57.56,2185.33884863,,,,8185.76416,0.1457,0.0,226437.009067,450989865.161,0.1128,12.472961165,"2,060,563",74.676,10.2,202.00997115,3590.76621292,2212,57.56,2220.04388022,,,,7411.94158,0.03087,0.0,205376.178317,452169603.434,0.12055
Netherlands Antilles,NL,,"179,769",74.648,,,,,,,,,,0.0,0.75737,0.0,1604.4504765,10351572.1154,0.15593,,"179,516",74.759,,,,,,,,,,0.0,2.16916,0.0,4595.257002,33526745.1783,0.15784,,"180,170",74.907,,,,,,,,,,0.0,1.00718,0.0,2133.660471,11707466.439,0.15109,,"181,607",75.09,,,,,,,,,,0.0,0.26368,0.0,558.592896,4243870.96885,0.14478,,"183,603",75.3,,,,,,,,,,0.0,0.02917,0.0,61.7951865,491841.076404,0.14548,,"185,967",75.528,,,,,,,,,,0.0,0.58477,0.0,1238.8060065,11876723.4637,0.15318,,"188,700",75.759,,,,,,,,,,0.0,0.73755,0.0,1562.4627975,19313445.7646,0.16036,,"191,788",75.981,,,,,,,,,,0.0,0.53109,0.0,1125.0876105,14653329.3571,0.16864,,"194,999",76.184,,,,,,,,,,0.0,0.66101,0.0,1400.3166345,24823887.5959,0.19364,,"198,037",76.363,,,,,,,,,,0.0,0.41157,0.0,871.8904665,7991011.11456,0.17341,,"200,689",76.518,,,,,,,,,,0.0,1.49587,0.0,3168.9258015,45094158.9498,0.16436
Namibia,NA,,"1,895,839",57.748,73.5,86.87731433,1179.42504611,35267,,2061.62097147,,,,0.0,0.0,0.0,0.0,0.0,0.0415,0,"1,936,399",57.393,74.5,63.65096619,1214.62570472,33430,,2042.26309349,,,,0.0,0.0,0.0,0.0,0.0,0.04742,0,"1,973,408",57.297,75,60.92391604,1055.0276476,29580,12.8000001907,2099.89412159,,,,0.0,0.0,0.0,0.0,0.0,0.0503,0,"2,008,342",57.488,74.8,91.39530158,1091.94549534,31229,12.8000001907,2150.84064989,,,,0.0,0.0,0.0,0.0,0.0,0.05393,0,"2,043,339",57.956,73.7,103.6897823,1356.60308936,41332,12.8000001907,2373.42846674,,,,0.0,0.0,0.0,0.0,0.0,0.0569,0.0064424595,"2,079,951",58.652,69,124.97428999,1415.89873992,42811,12.8000001907,2390.5987947,,,,0.0,0.0,0.0,0.0,0.0,0.05861,0.0093455606,"2,118,653",59.487,63.1,117.83240713,1492.92970581,49198,12.8000001907,2512.92720354,,,,0.0,0.0,0.0,0.0,0.0,0.0626,0.0118574292,"2,158,984",60.341,58.6,154.05410608,1490.97909016,45965,12.8000001907,2598.51265457,,,,0.0,0.0,0.0,0.0,0.0,0.06488,0.014542665,"2,200,422",61.112,54.3,150.19345506,1739.66630037,50035,12.8000001907,2635.61211974,,,,0.0,0.0,0.0,0.0,0.0,0.0726,0.019178637,"2,242,078",61.745,50.1,163.10773212,1576.2163493,51667,14.72,2575.44390618,,,,0.0,0.0,0.0,0.0,0.0,0.06967,0.4222514236,"2,283,289",62.2,45.9,210.94576664,1478.56885396,52851,14.72,2695.87832702,,,,0.0,0.0,0.0,0.0,0.0,0.06538
Mongolia,MN,,"2,411,369",63.071,63.4,17.72348654,1069.93164464,21173,3.5,471.473325797,,,,5715.4844,0.179,0.0,158698.12043,140475482.198,0.06313,0.0020127212,"2,434,515",63.617,59.4,19.9175002,1089.33401519,16581,3.5,480.779709716,,,,5666.9827,0.202,0.0,157403.34769,146836812.662,0.06517,0.0036602432,"2,458,853",64.201,55.6,21.49380419,1116.78087303,17627,3.5,498.550865396,,,,6111.21418,0.381,0.0,170087.762236,166803707.077,0.06955,0.0201192913,"2,485,177",64.803,52.2,21.78283897,1160.88310812,32893,3.5,527.821774856,,,,5852.17101,0.501,0.0,163166.480427,164492014.696,0.06646,0.035792945,"2,514,462",65.405,48.8,26.02728142,1222.1302211,17164,3.5,577.10445789,,,,5952.48134,0.589,0.0,166131.500168,191839073.974,0.07102,0.0706619731,"2,547,339",65.986,45.7,26.29112699,1278.19658082,24094,3.5,610.977059983,,,,8295.99529,0.55,0.0,230964.217033,316463168.774,0.07177,0.135441421,"2,584,143",66.528,42.8,33.84222094,1326.55197487,13274,3.5,653.8074697,,400897226,422430432,8900.06192,1.032,0.0,248717.955584,376974332.775,0.08214,0.2817669896,"2,624,509",67.022,40.1,48.54764447,1367.49388171,14812,3.5,709.723423143,,589097413,598976296,10183.15234,2.329,0.0,287007.189868,479732164.838,0.08515,1.2185310897,"2,667,474",67.466,37.6,68.06621585,1458.68338361,7731,3.5,760.442458194,,588513372,587569416,11101.3777,3.208,0.0,314304.14989,690974575.585,0.09026,1.35496388,"2,711,659",67.857,34.9,52.94669124,1410.57559229,6673,3.5,738.561691385,,509417854,509432017,15919.58065,5.123,0.0,451825.203355,982049320.85,0.09005,2.6019230769,"2,756,001",68.198,33,66.1692474,1530.11555511,2122,3.5,772.933064349,,509417854,509432017,28059.33566,5.976,0.0,789903.454982,1888403500.39,0.09273
Guinea-Bissau,GW,,"1,240,655",44.904,185.8,1.73910841,,93057,,173.662694563,,,,0.0,0.0,0.0,0.0,0.0,0.00485,0,"1,264,855",45.166,183.6,1.49115165,,93057,,170.680750998,,,,0.0,0.0,0.0,0.0,0.0,0.0049,0,"1,289,526",45.417,180.6,3.96286049,,93057,27.9400005341,155.5288275,,,,0.0,0.0,0.0,0.0,0.0,0.00508,0,"1,314,795",45.658,178.1,4.69637119,,93057,27.9400005341,151.579804021,,,,0.0,0.0,0.0,0.0,0.0,0.00521,0,"1,340,814",45.892,175.7,3.38795062,,93057,27.9400005341,151.933703078,,,,0.0,0.0,0.0,0.0,0.0,0.00518,0,"1,367,695",46.128,172.8,3.74130392,,93057,27.9400005341,154.106131251,,,,0.0,0.0,0.0,0.0,0.0,0.00538,0,"1,395,492",46.381,172.2,3.6466,,93057,27.9400005341,154.263168217,,,,0.0,0.0,0.0,0.0,0.0,0.00533,0,"1,424,191",46.662,169.3,4.44313513,,93057,27.9400005341,155.994800906,,,,0.0,0.0,0.0,0.0,0.0,0.00551,0,"1,453,757",46.979,166.4,5.07197533,,93057,27.9400005341,157.745509689,,,,0.0,0.0,0.0,0.0,0.0,0.00541,0,"1,484,120",47.333,164.5,5.08511028,,93057,27.9400005341,159.147228509,,,,0.0,0.0,0.0,0.0,0.0,0.00557,0,"1,515,224",47.72,161.7,4.70151059,,56640,27.9400005341,161.29328912,,,,0.0,0.0,0.0,0.0,0.0,0.00557
Thailand,TH,0,"63,155,029",72.522,18.5,37.04532973,1443.4321612,,98.5,1943.23792814,,,,19605.43096,181.8532,657.5653,1585882.64913,2961730922.62,2.57173,0.0025243009,"63,898,879",72.656,17.9,33.80109831,1496.28603031,,98.5,1962.24143698,,,,21613.01331,191.79247,659.33105,1664314.27676,3515376494.01,2.69236,0.0232043934,"64,642,931",72.801,17,46.12850548,1603.20700805,,98.5,2042.7982991,,,,21607.48963,206.42177,705.5937,1741415.36141,2975816807.87,2.93221,0.0688386252,"65,370,277",72.945,16.6,49.85893655,1692.1145982,,98.5,2164.30141838,,,,20771.28836,261.06521,768.4544,1896872.6817,4760983636.87,3.20772,0.1135324934,"66,060,383",73.086,15.9,55.71091522,1797.77946489,,98.5,2277.56234459,,,,22112.19391,258.60968,789.6434,1950002.8479,5040670639.86,3.44176,0.1574248698,"66,698,483",73.223,15.7,60.41669254,1877.98873926,,98.5,2359.64461354,,,,23014.25057,309.53037,836.9655,2130184.85312,7139644887.1,3.65174,0.1574248698,"67,276,383",73.359,15,78.17882959,1961.6244827,387379,98.5,2458.51743138,,,,21021.74783,340.24412,858.8608,2161953.3709,9741506222.32,3.70545,1.3466781617,"67,796,451",73.499,14.2,99.10426928,2030.7110176,467342,98.5,2562.72215963,,,,20105.25089,373.42953,918.19,2266197.23748,11129005051.7,3.83697,1.3466781617,"68,267,982",73.646,13.7,120.64161871,2051.86964513,555904,98.5,2608.24725971,,,,20157.40014,406.95249,1015.6594,2436127.88632,16326233354.5,3.95005,1.3466781617,"68,706,122",73.8,13.4,119.44475657,2044.8250594,611222,98.5,2531.23373458,,,,19605.70984,428.67942,1090.5272,2541741.27987,9413789197.16,4.05101,4.6130291369,"69,122,234",73.961,12.8,134.43340546,2243.40260762,611222,98.5,2712.50801603,,,,20220.79958,430.25833,1280.87505,2752471.95755,14206687390.4,4.32479
Switzerland,CH,0.785273341,"7,167,908",79.99,5.75,1950.61653815,7845.49535442,3570,,35639.4788576,0.8000000119,,,0.0,1.70653,0.0,3615.1984785,23324489.1691,1.29678,1.9364153135,"7,207,987",80.41,5.88,2110.10100837,8033.35724345,3996,,35854.932576,0.6999999881,,,0.0,1.81901,0.0,3853.4817345,28114793.1673,1.35071,6.2489421398,"7,254,975",80.62,5.36,2390.60446107,8000.95761655,4028,,35650.6877403,0.6000000238,,,0.0,1.94969,0.0,4130.3207805,22663208.405,1.28496,10.6809360021,"7,307,078",80.72,4.98,2882.58678851,8195.12083457,4064,100,35394.6287144,1.1000000238,,,0.0,1.62806,0.0,3448.963707,26203263.6891,1.30302,16.6097332409,"7,361,231",81.28,5.18,3213.20002932,8205.69379366,6238,100,36003.2326374,1.3999999762,,,0.0,3.36102,0.0,7120.152819,56670815.7221,1.31289,22.4444156101,"7,415,007",81.45,4.88,3313.13468987,8305.37110156,10351,100,36737.4067168,1.7000000477,,,0.0,3.32237,0.0,7038.2747265,67477589.0248,1.26341,27.3944692724,"7,468,350",81.75,5.08,3292.75615057,8360.44251593,11235,100,37877.1824877,1.5,,,0.0,3.46384,0.0,7337.971848,90703933.2618,1.28603,31.5251372744,"7,521,613",81.94,4.62,3586.18557341,8163.42800674,12075,100,38983.8753245,1.5,,,0.0,3.50384,0.0,7422.709848,96674615.4786,1.3027,33.4246682815,"7,573,204",81.898,4.52,4164.21968042,8305.79228328,8625,100,39324.731121,1.5,,,0.0,3.65681,0.0,7746.7691445,137329602.274,1.31995,35.3720141878,"7,621,211",82.055,4.86,4290.42584035,8021.09446862,5564,100,38084.2356782,1.5,,,0.0,3.87793,0.0,8215.2008085,75293587.3156,1.2873,37.159711219,"7,664,318",82.202,4.5,4610.77460979,8173.36435922,3888,100,38826.8429834,1.5,,,0.0,3.60576,0.0,7638.622272,108698426.05,1.26518
Grenada,GD,,"101,522",73.548,15.7,176.57183592,,2981,60.9599990845,5154.11787501,,,,0.0,0.0,0.0,0.0,0.0,0.00181,0,"101,731",73.87,15.5,230.89895495,,1567,60.9599990845,5035.77309992,,,,0.0,0.0,0.0,0.0,0.0,0.00318,0.5522098201,"101,954",74.17,15.1,186.79814466,,1567,60.9599990845,5208.03529741,,,,0.0,0.0,0.0,0.0,0.0,0.00345,0.5522098201,"102,195",74.442,14.9,176.52906387,,180,60.9599990845,5696.61985922,,,,0.0,0.0,0.0,0.0,0.0,0.00349,0.5944073008,"102,455",74.687,14.7,157.57287881,,215,60.9599990845,5623.71876609,,,,0.0,0.0,0.0,0.0,0.0,0.00352,3.1362547939,"102,734",74.906,14.3,196.84060021,,215,60.9599990845,6366.45499628,,,,0.0,0.0,0.0,0.0,0.0,0.00361,5.380591438,"103,037",75.102,14,216.89650363,,215,60.9599990845,6102.63913163,,,,0.0,0.0,0.0,0.0,0.0,0.00381,7.3523721074,"103,368",75.284,13.8,212.11727075,,928,60.9599990845,6443.53633,,,,0.0,0.0,0.0,0.0,0.0,0.00377,8.2922784725,"103,723",75.457,13.5,213.89702162,,577,60.9599990845,6487.66739043,,,,0.0,0.0,0.0,0.0,0.0,0.0039,11.8841080915,"104,097",75.625,13.3,227.27777902,,345,60.9599990845,6036.87576876,,,,0.0,0.0,0.0,0.0,0.0,0.00398,13.8817307692,"104,487",75.791,13.1,197.51370098,,462,60.9599990845,6011.84561789,,,,0.0,0.0,0.0,0.0,0.0,0.00397
Seychelles,SC,,"78,685",,13.8,311.38368255,,531,,7578.85105299,,,,0.0,0.0,0.0,0.0,0.0,0.0081,0,"79,634",,13.7,308.68433736,,712,,7400.24682134,,,,0.0,0.0,0.0,0.0,0.0,0.00835,0,"80,640",,13.6,330.38610821,,494,,7266.46276222,,,,0.0,0.0,0.0,0.0,0.0,0.01215,0,"81,660",,13.7,372.99187225,,494,96,6913.01024566,,,,0.0,0.0,0.0,0.0,0.0,0.01185,0.423030303,"82,631",,13.7,400.57097706,,18,96,6740.37974438,,,,0.0,0.0,0.0,0.0,0.0,0.01228,1.1435464415,"83,513",,13.8,410.65198054,,403,95.983935743,7208.96826786,,,,0.0,0.0,0.0,0.0,0.0,0.01209,2.9255319149,"84,291",,13.8,428.177085,,403,96.015936255,7721.54164618,,,,0.0,0.0,0.0,0.0,0.0,0.016,3.3586960357,"84,975",,13.8,380.83928132,,403,96.4566929134,8419.7158268,,,,0.0,0.0,0.0,0.0,0.0,0.01338,3.1510189061,"85,568",,13.8,331.81984473,,403,96.4566929134,8151.7129502,,,,0.0,0.0,0.0,0.0,0.0,0.01472,4.500675846,"86,079",,13.8,279.47090518,,403,96.46,8162.19658477,,,,0.0,0.0,0.0,0.0,0.0,0.01593,7.216091954,"86,518",,13.9,338.54272178,,403,96.46,8787.7664312,,,,0.0,0.0,0.0,0.0,0.0,0.01342
